age_bucket,workclass,education-num_bucket,marital-status,occupation,relationship,race,sex,hours-per-week_bucket,capital-gain_bucket,capital-loss_bucket,native-country_group,income
25-34,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,36-40,none,none,Europe,<=50K
65+,Private,13_bachelors,Married-civ-spouse,Other-service,Husband,White,Male,1-20,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Divorced,Other-service,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Own-child,White,Male,21-35,none,none,United-States,<=50K
35-44,Local-gov,08_grade_12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Never-married,Craft-repair,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Local-gov,13_bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,41-50,none,none,United-States,>50K
55-64,Self-emp-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,Private,09_hs_grad,Never-married,Farming-fishing,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
35-44,State-gov,09_hs_grad,Never-married,Exec-managerial,Unmarried,Black,Male,61+,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Unmarried,White,Female,21-35,none,none,Europe,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Own-child,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Not-in-family,White,Male,21-35,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Adm-clerical,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Exec-managerial,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,White,Female,36-40,none,none,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Adm-clerical,Own-child,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,04_grade_7_8,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,36-40,none,none,North-America-other,<=50K
25-34,Local-gov,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
35-44,Private,03_grade_5_6,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,21-35,none,none,North-America-other,<=50K
45-54,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,61+,none,none,United-States,>50K
55-64,Private,10_12_some_college_assoc,Separated,Tech-support,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,Private,06_grade_10,Never-married,Handlers-cleaners,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Sales,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Sales,Wife,White,Female,1-20,none,none,United-States,<=50K
25-34,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,51-60,none,none,United-States,>50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,none,United-States,>50K
55-64,Self-emp-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
17-24,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
17-24,State-gov,14_16_graduate,Never-married,Prof-specialty,Not-in-family,Black,Female,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Wife,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,36-40,none,none,United-States,<=50K
55-64,Private,10_12_some_college_assoc,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,21-35,none,none,Europe,<=50K
45-54,missing,03_grade_5_6,Married-civ-spouse,missing,Wife,White,Female,36-40,none,none,North-America-other,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,missing,09_hs_grad,Never-married,missing,Own-child,White,Female,1-20,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Craft-repair,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Own-child,White,Female,21-35,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Local-gov,09_hs_grad,Never-married,Other-service,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,missing,13_bachelors,Married-civ-spouse,missing,Wife,Other,Female,36-40,none,none,Asia,>50K
35-44,Private,09_hs_grad,Divorced,Machine-op-inspct,Own-child,White,Female,36-40,none,none,North-America-other,<=50K
17-24,Private,09_hs_grad,Never-married,Craft-repair,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,14_16_graduate,Never-married,Prof-specialty,Own-child,White,Female,36-40,none,none,United-States,>50K
65+,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,07_grade_11,Never-married,Other-service,Own-child,White,Female,21-35,none,none,United-States,<=50K
17-24,missing,07_grade_11,Never-married,missing,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Widowed,Handlers-cleaners,Unmarried,White,Female,36-40,none,none,United-States,<=50K
65+,missing,09_hs_grad,Married-civ-spouse,missing,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,08_grade_12,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,36-40,none,none,South-America,<=50K
25-34,Local-gov,10_12_some_college_assoc,Never-married,Tech-support,Own-child,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Craft-repair,Unmarried,White,Male,41-50,none,none,United-States,>50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Wife,White,Female,36-40,none,none,United-States,>50K
25-34,State-gov,09_hs_grad,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Craft-repair,Own-child,White,Male,36-40,none,none,United-States,<=50K
55-64,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Sales,Wife,White,Female,51-60,none,none,North-America-other,>50K
35-44,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,61+,none,none,United-States,>50K
25-34,Private,10_12_some_college_assoc,Never-married,Priv-house-serv,Not-in-family,White,Female,41-50,none,none,Europe,<=50K
25-34,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
35-44,Private,04_grade_7_8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,05_grade_9,Divorced,Sales,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Craft-repair,Unmarried,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Own-child,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,07_grade_11,Separated,Craft-repair,Not-in-family,White,Male,41-50,none,none,Europe,<=50K
35-44,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,>50K
55-64,Private,10_12_some_college_assoc,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,21-35,none,none,United-States,<=50K
17-24,Private,08_grade_12,Never-married,Machine-op-inspct,Unmarried,White,Male,36-40,none,none,North-America-other,<=50K
17-24,missing,09_hs_grad,Married-civ-spouse,missing,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Handlers-cleaners,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,missing,10_12_some_college_assoc,Never-married,missing,Unmarried,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,02_grade_1_4,Never-married,Machine-op-inspct,Not-in-family,White,Male,21-35,none,none,North-America-other,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
35-44,Local-gov,13_bachelors,Never-married,Tech-support,Own-child,White,Female,41-50,none,none,United-States,<=50K
35-44,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
65+,Private,13_bachelors,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,missing,09_hs_grad,Never-married,missing,Own-child,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Separated,Machine-op-inspct,Not-in-family,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,Private,09_hs_grad,Never-married,Craft-repair,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
65+,Private,09_hs_grad,Widowed,Exec-managerial,Unmarried,White,Male,36-40,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Own-child,White,Female,21-35,none,none,United-States,<=50K
35-44,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
35-44,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Other-service,Husband,Black,Male,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,<=50K
45-54,missing,09_hs_grad,Separated,missing,Unmarried,Black,Female,21-35,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Other-service,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
65+,Self-emp-not-inc,10_12_some_college_assoc,Widowed,Farming-fishing,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Handlers-cleaners,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,41-50,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Not-in-family,Black,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Divorced,Prof-specialty,Unmarried,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Craft-repair,Unmarried,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Transport-moving,Unmarried,White,Male,36-40,none,none,North-America-other,<=50K
35-44,Private,05_grade_9,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,North-America-other,<=50K
35-44,Private,09_hs_grad,Divorced,Handlers-cleaners,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,10_12_some_college_assoc,Never-married,Machine-op-inspct,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
35-44,missing,13_bachelors,Married-civ-spouse,missing,Wife,White,Female,1-20,none,none,United-States,>50K
17-24,Private,09_hs_grad,Never-married,Adm-clerical,Own-child,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,13_bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Handlers-cleaners,Unmarried,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Private,09_hs_grad,Separated,Transport-moving,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Separated,Farming-fishing,Other-relative,White,Female,36-40,none,none,United-States,<=50K
55-64,Local-gov,14_16_graduate,Divorced,Prof-specialty,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
17-24,Local-gov,10_12_some_college_assoc,Never-married,Prof-specialty,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,White,Female,21-35,none,none,United-States,<=50K
35-44,Private,03_grade_5_6,Divorced,Priv-house-serv,Unmarried,White,Female,36-40,none,none,North-America-other,<=50K
25-34,missing,07_grade_11,Never-married,missing,Not-in-family,White,Female,61+,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,21-35,none,none,United-States,>50K
35-44,Private,09_hs_grad,Divorced,Machine-op-inspct,Other-relative,White,Female,36-40,none,none,United-States,<=50K
35-44,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Farming-fishing,Husband,White,Male,61+,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Divorced,Other-service,Unmarried,White,Female,21-35,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Divorced,Adm-clerical,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Exec-managerial,Unmarried,Black,Female,21-35,none,none,North-America-other,<=50K
35-44,Private,13_bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
55-64,Self-emp-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Protective-serv,Husband,White,Male,51-60,none,none,United-States,<=50K
35-44,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,51-60,none,none,Asia,>50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Female,1-20,none,none,Europe,<=50K
45-54,Local-gov,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Tech-support,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Never-married,Sales,Not-in-family,White,Male,51-60,none,none,United-States,<=50K
55-64,Federal-gov,10_12_some_college_assoc,Married-civ-spouse,Other-service,Husband,Black,Male,36-40,none,none,United-States,<=50K
65+,Local-gov,04_grade_7_8,Widowed,Other-service,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,41-50,none,none,United-States,<=50K
25-34,Private,13_bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
55-64,missing,09_hs_grad,Widowed,missing,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Never-married,Other-service,Own-child,Black,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,41-50,none,none,United-States,>50K
45-54,Self-emp-inc,10_12_some_college_assoc,Married-civ-spouse,Farming-fishing,Husband,White,Male,51-60,none,none,United-States,<=50K
55-64,Self-emp-inc,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,United-States,>50K
55-64,Local-gov,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Never-married,Machine-op-inspct,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
35-44,Self-emp-inc,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,61+,none,none,United-States,>50K
35-44,Self-emp-inc,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Separated,Prof-specialty,Other-relative,White,Female,36-40,none,none,United-States,<=50K
35-44,Self-emp-not-inc,09_hs_grad,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Other-service,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,13_bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,36-40,none,none,North-America-other,<=50K
25-34,Private,13_bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,36-40,none,none,United-States,<=50K
35-44,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,Asia,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Other-service,Husband,White,Male,36-40,none,none,North-America-other,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Sales,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,08_grade_12,Never-married,Transport-moving,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,04_grade_7_8,Never-married,Handlers-cleaners,Own-child,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Never-married,Handlers-cleaners,Other-relative,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,08_grade_12,Married-civ-spouse,Farming-fishing,Husband,Other,Male,51-60,none,none,North-America-other,<=50K
45-54,State-gov,10_12_some_college_assoc,Married-civ-spouse,Farming-fishing,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Own-child,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Local-gov,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,03_grade_5_6,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,21-35,none,none,North-America-other,<=50K
45-54,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,09_hs_grad,Divorced,Exec-managerial,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Handlers-cleaners,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Never-married,Farming-fishing,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,04_grade_7_8,Divorced,Machine-op-inspct,Unmarried,White,Female,36-40,none,none,United-States,<=50K
55-64,missing,05_grade_9,Married-civ-spouse,missing,Husband,White,Male,41-50,none,none,United-States,<=50K
55-64,Private,05_grade_9,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,36-40,none,none,Asia,<=50K
17-24,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Male,21-35,none,none,United-States,<=50K
25-34,State-gov,08_grade_12,Married-civ-spouse,Tech-support,Wife,White,Female,36-40,none,none,United-States,>50K
17-24,State-gov,07_grade_11,Never-married,Other-service,Own-child,White,Male,1-20,none,none,United-States,<=50K
65+,Private,09_hs_grad,Widowed,Sales,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
45-54,missing,10_12_some_college_assoc,Married-civ-spouse,missing,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Local-gov,10_12_some_college_assoc,Never-married,Exec-managerial,Unmarried,Black,Female,41-50,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,>50K
55-64,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,1-20,none,none,United-States,>50K
17-24,Private,09_hs_grad,Never-married,Sales,Own-child,Black,Female,1-20,none,none,United-States,<=50K
17-24,Private,06_grade_10,Never-married,Handlers-cleaners,Own-child,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Handlers-cleaners,Own-child,White,Female,21-35,none,none,United-States,<=50K
45-54,Self-emp-not-inc,09_hs_grad,Divorced,Other-service,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Other-service,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,Other,<=50K
35-44,Self-emp-not-inc,08_grade_12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,51-60,none,none,Asia,<=50K
55-64,Private,09_hs_grad,Divorced,Exec-managerial,Not-in-family,White,Female,51-60,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Wife,White,Female,36-40,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Other-service,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
55-64,Self-emp-inc,13_bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,>50K
65+,missing,04_grade_7_8,Widowed,missing,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
55-64,State-gov,09_hs_grad,Divorced,Adm-clerical,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Never-married,Prof-specialty,Other-relative,White,Male,1-20,none,none,United-States,<=50K
65+,missing,09_hs_grad,Married-civ-spouse,missing,Husband,White,Male,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Machine-op-inspct,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,07_grade_11,Never-married,Prof-specialty,Own-child,White,Female,1-20,none,none,United-States,<=50K
45-54,Private,03_grade_5_6,Divorced,Other-service,Not-in-family,White,Male,36-40,none,none,North-America-other,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Exec-managerial,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,06_grade_10,Divorced,Machine-op-inspct,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
35-44,Self-emp-not-inc,10_12_some_college_assoc,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1-20,none,none,United-States,<=50K
25-34,Local-gov,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,State-gov,09_hs_grad,Never-married,Other-service,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
35-44,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,41-50,none,none,North-America-other,<=50K
25-34,Private,13_bachelors,Never-married,Craft-repair,Own-child,White,Male,36-40,none,none,North-America-other,<=50K
45-54,Federal-gov,09_hs_grad,Divorced,Adm-clerical,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,13_bachelors,Never-married,Tech-support,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
55-64,Private,06_grade_10,Married-civ-spouse,Sales,Husband,White,Male,21-35,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
17-24,Private,07_grade_11,Never-married,Sales,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Machine-op-inspct,Other-relative,Other,Female,36-40,none,none,South-America,<=50K
45-54,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Craft-repair,Unmarried,White,Male,36-40,none,none,United-States,<=50K
25-34,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,51-60,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Other-service,Wife,White,Female,36-40,none,none,North-America-other,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Own-child,White,Male,21-35,none,none,United-States,<=50K
45-54,State-gov,10_12_some_college_assoc,Married-civ-spouse,Protective-serv,Husband,White,Male,51-60,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Divorced,Other-service,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
